tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
FC4-5a	FC4-5a_LP-DIR-AF	FC4-5		llc	242.0	-53.8	1	4	-1	2.4	3.9	Intrusive	Pluton	Gabbro	0.016	0.01	T		hargrave 2019-11-04 19:16:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
FC4-5a	FC4-5a_LP-DIR-AF	FC4-5		llc	141.4	12.7	1	4	0	2.4	3.9	Intrusive	Pluton	Gabbro	0.016	0.01	T		hargrave 2019-11-04 19:16:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
FC4-6a	FC4-6a_LP-DIR-AF	FC4-6		llc	55.0	6.5	3	4	0	37.5	1.6	Intrusive	Pluton	Gabbro	0.003	0	T		hargrave 2019-10-31 22:36:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
FC4-6a	FC4-6a_LP-DIR-AF	FC4-6		lc	104.7	7.3	3	7	0	13.1	1.5	Intrusive	Pluton	Gabbro	0.02	0.005	T		hargrave 2019-10-31 22:36:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
FC4-6a	FC4-6a_LP-DIR-AF	FC4-6		mc	294.2	29.7	3	9	0	10	1.9	Intrusive	Pluton	Gabbro	0.1	0.05	T		hargrave 2019-10-31 22:36:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
FC4-6a	FC4-6a_LP-DIR-AF	FC4-6		llc	98.5	-33.5	3	4	-1	37.5	1.6	Intrusive	Pluton	Gabbro	0.003	0	T		hargrave 2019-10-31 22:36:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
FC4-6a	FC4-6a_LP-DIR-AF	FC4-6		mc	174.4	61.1	3	9	-1	10	1.9	Intrusive	Pluton	Gabbro	0.1	0.05	T		hargrave 2019-10-31 22:36:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
FC4-6a		FC4-6										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
FC4-6a	FC4-6a_LP-DIR-AF	FC4-6		lc	142.5	-79.6	3	7	-1	13.1	1.5	Intrusive	Pluton	Gabbro	0.02	0.005	T		hargrave 2019-10-31 22:36:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
FC4-7a		FC4-7										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
FC4-7a	FC4-7a_LP-DIR-AF	FC4-7		lc	18.4	-51.9	2	5	-1	119.3	3.1	Intrusive	Pluton	Gabbro	0.012	0.007	T		hargrave 2019-11-04 20:33:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
FC4-7a	FC4-7a_LP-DIR-AF	FC4-7		mc	300.6	35.7	2	12	0	8.1	2.9	Intrusive	Pluton	Gabbro	0.13	0.078	T		hargrave 2019-11-04 20:33:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
FC4-7a	FC4-7a_LP-DIR-AF	FC4-7		lc	115.5	-28	2	5	0	119.3	3.1	Intrusive	Pluton	Gabbro	0.012	0.007	T		hargrave 2019-11-04 20:33:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
FC4-7a	FC4-7a_LP-DIR-AF	FC4-7		mc	188.9	45.8	2	12	-1	8.1	2.9	Intrusive	Pluton	Gabbro	0.13	0.078	T		hargrave 2019-11-04 20:33:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
FC4-8a	FC4-8a_LP-DIR-AF	FC4-8		mc	213.1	46.5	2	7	-1	7.3	2.9	Intrusive	Pluton	Gabbro	0.13	0.1	T		hargrave 2019-11-04 21:40:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
FC4-8a	FC4-8a_LP-DIR-AF	FC4-8		lc	326.7	-31.8	2	11	0	14.8	2.7	Intrusive	Pluton	Gabbro	0.02	0.005	T		hargrave 2019-11-04 21:40:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
FC4-8a	FC4-8a_LP-DIR-AF	FC4-8		mc	302.4	20.7	2	7	0	7.3	2.9	Intrusive	Pluton	Gabbro	0.13	0.1	T		hargrave 2019-11-04 21:40:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
FC4-8a	FC4-8a_LP-DIR-AF	FC4-8		lc	1.9	74.2	2	11	-1	14.8	2.7	Intrusive	Pluton	Gabbro	0.02	0.005	T		hargrave 2019-11-04 21:40:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
FC4-8a		FC4-8										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
FC4-9a		FC4-9										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
FC4-9a	FC4-9a_LP-DIR-AF	FC4-9		mc	297.1	21	1	19	0	7.3	1.6	Intrusive	Pluton	Gabbro	0.082	0.03	T		hargrave 2019-11-04 22:49:49	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
FC4-9a	FC4-9a_LP-DIR-AF	FC4-9		mc	253.3	34.3	1	19	-1	7.3	1.6	Intrusive	Pluton	Gabbro	0.082	0.03	T		hargrave 2019-11-04 22:49:49	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-1a		HCT1-1										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
HCT1-1a	HCT1-1a_LP-DIR-AF	HCT1-1		mc	272.4	33.8	1	17	0	5.8	1.3	Intrusive	Pluton	Gabbro	0.074	0.03	T		hargrave 2019-10-30 15:13:07	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-1a	HCT1-1a_LP-DIR-AF	HCT1-1		mc	352.9	50.7	1	17	-1	5.8	1.3	Intrusive	Pluton	Gabbro	0.074	0.03	T		hargrave 2019-10-30 15:13:07	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-1b	HCT1-1b_LP-DIR-T	HCT1-1		mt	13.8	63.6	2	10	-1	1.6	2.9	Intrusive	Pluton	Gabbro	873	833	K		hargrave 2020-03-14 14:19:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-1b	HCT1-1b_LP-DIR-T	HCT1-1		lt	168.4	61.9	2	8	0	51.9	13.7	Intrusive	Pluton	Gabbro	673	273	K		hargrave 2020-03-14 14:19:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-1b	HCT1-1b_LP-DIR-T	HCT1-1		lt	227.5	52.9	2	8	-1	51.9	13.7	Intrusive	Pluton	Gabbro	673	273	K		hargrave 2020-03-14 14:19:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-1b	HCT1-1b_LP-DIR-T	HCT1-1		mt	286.8	46.9	2	10	0	1.6	2.9	Intrusive	Pluton	Gabbro	873	833	K		hargrave 2020-03-14 14:19:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-1b		HCT1-1										Intrusive	Pluton	Gabbro				Yiming Zhang				This study	LP-NOMAG			
HCT1-2a	HCT1-2a_LP-DIR-AF	HCT1-2		lc	153.9	16.7	2	5	0	99.9	1.9	Intrusive	Pluton	Gabbro	0.004	0	T		hargrave 2019-10-30 16:29:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-2a	HCT1-2a_LP-DIR-AF	HCT1-2		mc	297.3	30.8	2	21	0	2.9	1.3	Intrusive	Pluton	Gabbro	0.09	0.03	T		hargrave 2019-10-30 16:29:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-2a	HCT1-2a_LP-DIR-AF	HCT1-2		lc	226.8	6	2	5	-1	99.9	1.9	Intrusive	Pluton	Gabbro	0.004	0	T		hargrave 2019-10-30 16:29:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-2a	HCT1-2a_LP-DIR-AF	HCT1-2		mc	15.7	46.3	2	21	-1	2.9	1.3	Intrusive	Pluton	Gabbro	0.09	0.03	T		hargrave 2019-10-30 16:29:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-2a		HCT1-2										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
HCT1-2b	HCT1-2b_LP-DIR-T	HCT1-2		mt	2.8	54.3	2	11	-1	2.3	2.8	Intrusive	Pluton	Gabbro	873	823	K		hargrave 2020-03-14 14:23:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-2b	HCT1-2b_LP-DIR-T	HCT1-2		mt	286.8	38.4	2	11	0	2.3	2.8	Intrusive	Pluton	Gabbro	873	823	K		hargrave 2020-03-14 14:23:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-2b		HCT1-2										Intrusive	Pluton	Gabbro				Yiming Zhang				This study	LP-NOMAG			
HCT1-2b	HCT1-2b_LP-DIR-T	HCT1-2		lt	156.3	28.2	2	12	0	93	8.2	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:23:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-2b	HCT1-2b_LP-DIR-T	HCT1-2		lt	226.4	17.6	2	12	-1	93	8.2	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:23:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-3a	HCT1-3a_LP-DIR-AF	HCT1-3		mc	3.9	61.2	2	6	-1	7.5	0.9	Intrusive	Pluton	Gabbro	0.02	0.01	T		hargrave 2019-10-30 17:38:49	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-3a	HCT1-3a_LP-DIR-AF	HCT1-3		lc	202.0	1.8	2	5	-1	109	1.6	Intrusive	Pluton	Gabbro	0.004	0	T		hargrave 2019-10-30 17:38:49	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-3a	HCT1-3a_LP-DIR-AF	HCT1-3		lc	140.0	14.7	2	5	0	109	1.6	Intrusive	Pluton	Gabbro	0.004	0	T		hargrave 2019-10-30 17:38:49	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-3a	HCT1-3a_LP-DIR-AF	HCT1-3		mc	300.0	47.2	2	6	0	7.5	0.9	Intrusive	Pluton	Gabbro	0.02	0.01	T		hargrave 2019-10-30 17:38:49	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-3a		HCT1-3										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
HCT1-3b	HCT1-3b_LP-DIR-T	HCT1-3		mt	284.5	42.7	2	12	0	1.1	1.1	Intrusive	Pluton	Gabbro	873	813	K		hargrave 2020-03-14 14:24:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-3b	HCT1-3b_LP-DIR-T	HCT1-3		lt	201.2	6.9	2	12	-1	103.5	5.8	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:24:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-3b	HCT1-3b_LP-DIR-T	HCT1-3		mt	343.1	56.2	2	12	-1	1.1	1.1	Intrusive	Pluton	Gabbro	873	813	K		hargrave 2020-03-14 14:24:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-3b		HCT1-3										Intrusive	Pluton	Gabbro				Yiming Zhang				This study	LP-NOMAG			
HCT1-3b	HCT1-3b_LP-DIR-T	HCT1-3		lt	139.6	19.9	2	12	0	103.5	5.8	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:24:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-4a		HCT1-4										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
HCT1-4a	HCT1-4a_LP-DIR-AF	HCT1-4		mc	224.3	49.3	1	16	0	2.7	1.4	Intrusive	Pluton	Gabbro	0.07	0.03	T		hargrave 2019-10-30 18:46:33	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b		
HCT1-4a	HCT1-4a_LP-DIR-AF	HCT1-4		mc	261.7	49.3	1	16	-1	2.7	1.4	Intrusive	Pluton	Gabbro	0.07	0.03	T		hargrave 2019-10-30 18:46:33	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
HCT1-4b	HCT1-4b_LP-DIR-T	HCT1-4		lt	119.6	3.2	2	12	-1	108.2	7.4	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-4b	HCT1-4b_LP-DIR-T	HCT1-4		mt	224.0	54	2	11	0	2.4	1.7	Intrusive	Pluton	Gabbro	873	823	K		hargrave 2020-03-14 14:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	b		
HCT1-4b	HCT1-4b_LP-DIR-T	HCT1-4		lt	64.4	10	2	12	0	108.2	7.4	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-4b		HCT1-4										Intrusive	Pluton	Gabbro				Yiming Zhang				This study	LP-NOMAG			
HCT1-4b	HCT1-4b_LP-DIR-T	HCT1-4		mt	258.5	53.5	2	11	-1	2.4	1.7	Intrusive	Pluton	Gabbro	873	823	K		hargrave 2020-03-14 14:26:25	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	b		
HCT1-5a	HCT1-5a_LP-DIR-AF	HCT1-5		lc	228.7	46	2	4	-1	71.6	3.9	Intrusive	Pluton	Gabbro	0.005	0.002	T		hargrave 2019-10-30 19:55:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-5a	HCT1-5a_LP-DIR-AF	HCT1-5		lc	154.5	52.5	2	4	0	71.6	3.9	Intrusive	Pluton	Gabbro	0.005	0.002	T		hargrave 2019-10-30 19:55:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-5a	HCT1-5a_LP-DIR-AF	HCT1-5		mc	276.4	26.7	2	16	0	2.9	1.2	Intrusive	Pluton	Gabbro	0.07	0.03	T		hargrave 2019-10-30 19:55:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-5a	HCT1-5a_LP-DIR-AF	HCT1-5		mc	1.1	37.7	2	16	-1	2.9	1.2	Intrusive	Pluton	Gabbro	0.07	0.03	T		hargrave 2019-10-30 19:55:31	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-5a		HCT1-5										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
HCT1-5b	HCT1-5b_LP-DIR-T	HCT1-5		mt	14.2	51.4	2	11	-1	2.3	1.5	Intrusive	Pluton	Gabbro	873	823	K		hargrave 2020-03-14 14:27:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-5b		HCT1-5										Intrusive	Pluton	Gabbro				Yiming Zhang				This study	LP-NOMAG			
HCT1-5b	HCT1-5b_LP-DIR-T	HCT1-5		lt	70.4	52	2	13	-1	30.1	11.6	Intrusive	Pluton	Gabbro	793	273	K		hargrave 2020-03-14 14:27:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-5b	HCT1-5b_LP-DIR-T	HCT1-5		lt	334.1	47.3	2	13	0	30.1	11.6	Intrusive	Pluton	Gabbro	793	273	K		hargrave 2020-03-14 14:27:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-5b	HCT1-5b_LP-DIR-T	HCT1-5		mt	287.0	40.6	2	11	0	2.3	1.5	Intrusive	Pluton	Gabbro	873	823	K		hargrave 2020-03-14 14:27:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-6a		HCT1-6										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
HCT1-6a	HCT1-6a_LP-DIR-AF	HCT1-6		lc	203.8	80.5	2	3	0	32.4	3.5	Intrusive	Pluton	Gabbro	0.002	0	T		hargrave 2019-10-30 21:04:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-6a	HCT1-6a_LP-DIR-AF	HCT1-6		mc	288.4	32.8	2	15	0	2.7	1.6	Intrusive	Pluton	Gabbro	0.11	0.05	T		hargrave 2019-10-30 21:04:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-6a	HCT1-6a_LP-DIR-AF	HCT1-6		lc	220.7	75.3	2	3	-1	32.4	3.5	Intrusive	Pluton	Gabbro	0.002	0	T		hargrave 2019-10-30 21:04:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-6a	HCT1-6a_LP-DIR-AF	HCT1-6		mc	351.9	43.7	2	15	-1	2.7	1.6	Intrusive	Pluton	Gabbro	0.11	0.05	T		hargrave 2019-10-30 21:04:42	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-6b	HCT1-6b_LP-DIR-T	HCT1-6		mt	351.0	57.2	2	11	-1	3.2	2	Intrusive	Pluton	Gabbro	873	823	K		hargrave 2020-03-14 14:29:22	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-6b	HCT1-6b_LP-DIR-T	HCT1-6		lt	260.3	67.2	2	12	-1	33.1	6.7	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:29:22	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-6b	HCT1-6b_LP-DIR-T	HCT1-6		lt	221.7	66.6	2	12	0	33.1	6.7	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:29:22	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-6b		HCT1-6										Intrusive	Pluton	Gabbro				Yiming Zhang				This study	LP-NOMAG			
HCT1-6b	HCT1-6b_LP-DIR-T	HCT1-6		mt	288.4	46.3	2	11	0	3.2	2	Intrusive	Pluton	Gabbro	873	823	K		hargrave 2020-03-14 14:29:22	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-7a	HCT1-7a_LP-DIR-AF	HCT1-7		mc	282.4	35.4	2	17	0	3.9	1.2	Intrusive	Pluton	Gabbro	0.12	0.05	T		hargrave 2019-10-30 22:09:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-7a	HCT1-7a_LP-DIR-AF	HCT1-7		lc	282.0	1.4	2	6	-1	21.3	1.3	Intrusive	Pluton	Gabbro	0.008	0.003	T		hargrave 2019-10-30 22:09:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-7a	HCT1-7a_LP-DIR-AF	HCT1-7		lc	234.1	-1.1	2	6	0	21.3	1.3	Intrusive	Pluton	Gabbro	0.008	0.003	T		hargrave 2019-10-30 22:09:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-7a	HCT1-7a_LP-DIR-AF	HCT1-7		mc	325.0	45.5	2	17	-1	3.9	1.2	Intrusive	Pluton	Gabbro	0.12	0.05	T		hargrave 2019-10-30 22:09:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-7a		HCT1-7										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
HCT1-7b	HCT1-7b_LP-DIR-T	HCT1-7		lt	220.6	-1.6	2	13	0	18.6	7.8	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:31:45	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-7b	HCT1-7b_LP-DIR-T	HCT1-7		mt	285.5	2.7	2	8	-1	2.3	1	Intrusive	Pluton	Gabbro	873	839	K		hargrave 2020-03-14 14:31:45	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	b		
HCT1-7b	HCT1-7b_LP-DIR-T	HCT1-7		lt	269.0	-1.8	2	13	-1	18.6	7.8	Intrusive	Pluton	Gabbro	773	273	K		hargrave 2020-03-14 14:31:45	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-7b	HCT1-7b_LP-DIR-T	HCT1-7		mt	237.8	-0.5	2	8	0	2.3	1	Intrusive	Pluton	Gabbro	873	839	K		hargrave 2020-03-14 14:31:45	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	b		
HCT1-7b		HCT1-7										Intrusive	Pluton	Gabbro				Yiming Zhang				This study	LP-NOMAG			
HCT1-8a	HCT1-8a_LP-DIR-AF	HCT1-8		lc	182.1	55.3	2	3	0	42.8	4	Intrusive	Pluton	Gabbro	0.003	0.001	T		hargrave 2019-10-30 23:14:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-8a	HCT1-8a_LP-DIR-AF	HCT1-8		mc	296.6	39.5	2	13	0	0.9	2.1	Intrusive	Pluton	Gabbro	0.09	0.046	T		hargrave 2019-10-30 23:14:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
HCT1-8a	HCT1-8a_LP-DIR-AF	HCT1-8		lc	210.0	43	2	3	-1	42.8	4	Intrusive	Pluton	Gabbro	0.003	0.001	T		hargrave 2019-10-30 23:14:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-8a		HCT1-8										Intrusive	Pluton	Gabbro								This study	LP-NOMAG			
HCT1-8a	HCT1-8a_LP-DIR-AF	HCT1-8		mc	326.9	52.7	2	13	-1	0.9	2.1	Intrusive	Pluton	Gabbro	0.09	0.046	T		hargrave 2019-10-30 23:14:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
HCT1-8b		HCT1-8										Intrusive	Pluton	Gabbro				Yiming Zhang				This study	LP-NOMAG			
HCT1-8b	HCT1-8b_LP-DIR-T	HCT1-8		lt	219.8	70.5	2	11	0	23.1	5.7	Intrusive	Pluton	Gabbro	748	273	K		hargrave 2020-03-14 14:33:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
HCT1-8b	HCT1-8b_LP-DIR-T	HCT1-8		lt	226.3	63.2	2	11	-1	23.1	5.7	Intrusive	Pluton	Gabbro	748	273	K		hargrave 2020-03-14 14:33:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-8b	HCT1-8b_LP-DIR-T	HCT1-8		mt	295.3	65.7	2	12	-1	1.6	1	Intrusive	Pluton	Gabbro	873	813	K		hargrave 2020-03-14 14:33:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
HCT1-8b	HCT1-8b_LP-DIR-T	HCT1-8		mt	279.5	56.6	2	12	0	1.6	1	Intrusive	Pluton	Gabbro	873	813	K		hargrave 2020-03-14 14:33:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
